start_date,end_date,Count_sum,postcode,latitude,longitude
2023-8-24,2023-8-31,25,2776851026018304 gold Otterhound,53.393777915046535,-2.9524766548738626
2023-9-1,2023-9-8,16,8691359303073792 black English Mastiff,53.41581009202434,-2.9756580076901855
2023-9-9,2023-9-16,20,4267012452777984 pink German Spaniel,53.40358555608539,-2.918365828316041
2023-9-25,2023-10-2,14,3590601419259904 orchid American Cocker Spaniel,53.38458061269871,-2.9555682367779355
2023-10-3,2023-10-10,35,7460228916314112 sky blue Chow Chow,53.39017602472602,-2.9701577215022326
2023-10-11,2023-10-18,34,4070867743014912 blue Glen of Imaal Terrier,53.41672582360342,-2.9382721558688445
2023-10-11,2023-10-18,21,6590095012397056 silver Anglo-Français de Petite Vénerie,53.37299217042121,-2.9476026203743686
2023-10-27,2023-11-3,45,6867977567731712 tan Bedlington Terrier,53.38216416790005,-2.945245010662802
2023-10-27,2023-11-3,8,3437171872628736 mint green Pumi,53.37227185186189,-2.9771839152211896
2023-11-12,2023-11-19,39,2701742925938688 teal Lagotto Romagnolo,53.391473794865554,-2.95815509126885
2023-11-20,2023-11-27,1,7648325918523392 black Schweizerischer Niederlaufhund,53.39179731519223,-2.962546688818634
2023-11-20,2023-11-27,12,4363636734689280 ivory Stabyhoun,53.393257211122105,-2.9501710079982786
2023-12-6,2023-12-13,16,8083100210823168 black Airedale Terrier,53.38429091110533,-2.9257776822593087
2023-12-14,2023-12-21,7,3989443205660672 violet Shikoku,53.3893378235897,-2.953702933568593
2023-12-14,2023-12-21,3,6590766128300032 gold Grand Anglo-Français Tricolore,53.386871558521214,-2.9562406780136143
2023-12-22,2023-12-29,28,5579928240128000 indigo German Roughhaired Pointer,53.386682352908295,-2.966946668105038
2023-12-30,2024-1-6,6,1613327235022848 mint green East European Shepherd,53.40396600714559,-2.9219771747272034
2024-1-15,2024-1-22,44,1059460571201536 teal Bucovina Shepherd Dog,53.42324376329211,-2.9471205304033674
2024-1-23,2024-1-30,20,4976986449510400 violet Galgo Español,53.37769187845818,-2.9751862642530114
2024-1-31,2024-2-7,36,6169980523511808 turquoise Karakachan dog,53.39030759226574,-2.9438066064103623
2024-2-8,2024-2-15,15,6428094174855168 teal Gull Dong,53.40281191685098,-2.9306628840671465
2024-2-8,2024-2-15,19,5968586099130368 lavender Welsh Springer Spaniel,53.3789081420652,-2.9545458065537105
2024-2-24,2024-3-2,23,4310461497475072 red Golden Retriever,53.40116644848009,-2.943266121179022
2024-3-3,2024-3-10,41,8204889339461632 salmon Berger Picard,53.39631875390816,-2.9584352245698256
2024-3-3,2024-3-10,31,893535326830592 turquoise Maremmano-Abruzzese Sheepdog,53.363557995824024,-2.9613464712957693
2024-3-19,2024-3-26,26,4293435095777280 green Ibizan Hound,53.399085252201864,-2.9532840243729197
2024-3-19,2024-3-26,33,6263996145467392 maroon Swedish Lapphund,53.39162082620815,-2.9490180344924966
2024-4-4,2024-4-11,32,1208311940644864 olive Blue Picardy Spaniel,53.393947974914596,-2.9476350433487823
2022-1-1,2022-1-8,33,1806179355328512 green Italian Greyhound,53.37611532333721,-2.934492417182355
2022-1-9,2022-1-16,38,704876212387840 azure Pyrenean Mastiff,53.40803052179372,-2.9238060642766186
2022-1-25,2022-2-1,5,7576337340432384 red Kerry Blue Terrier,53.3885263019989,-2.9299251426919
2022-2-2,2022-2-9,36,2389691529691136 orchid West Highland White Terrier,53.39168426061372,-2.947356920442189
2022-2-2,2022-2-9,35,8934776966742016 lavender Bluetick Coonhound,53.396163442072016,-2.958867050902768
2022-2-18,2022-2-25,22,2928777598337024 fuchsia Japanese Terrier,53.38841118489409,-2.953913031818388
2022-2-18,2022-2-25,23,3381367855382528 gold Poodle,53.3897338581055,-2.9476440769871033
2022-3-6,2022-3-13,19,5565356619857920 violet Cursinu,53.39321519332378,-2.940750595578379
2022-3-6,2022-3-13,2,3132887851335680 pink English Setter,53.40491470056916,-2.979039485259591
2022-3-14,2022-3-21,32,5527066432765952 purple Mahratta Greyhound,53.40223502528072,-2.942992563548728
2022-3-22,2022-3-29,4,3536867760799744 grey Taiwan Dog,53.402914783779494,-2.961617504184005
2022-4-7,2022-4-14,6,8018891431215104 lavender Akita,53.38978127821427,-2.9515278158172578
2022-4-15,2022-4-22,15,8867121958223872 orchid Australian Stumpy Tail Cattle Dog,53.39433724060899,-2.9471399647640055
2022-4-23,2022-4-30,15,4126027053793280 orange Bullmastiff,53.396230060014524,-2.950686480703439
2022-4-23,2022-4-30,19,5613958241189888 silver Caucasian Shepherd Dog,53.4035938735796,-2.924716000325475
2022-5-1,2022-5-8,33,1929044184530944 violet Northern Inuit Dog,53.3872430954381,-2.9267373741279243
2022-5-9,2022-5-16,21,7090808322785280 purple Yakutian Laika,53.42313899860031,-2.9539531163630954
2022-5-17,2022-5-24,24,3059355431731200 maroon Molossus of Epirus,53.39540861310571,-2.9524889912617027
2022-5-25,2022-6-1,32,6026811538407424 black Rhodesian Ridgeback,53.40702287739094,-2.9776015130833002
2022-6-10,2022-6-17,27,3899995113652224 black Kombai,53.39704564831008,-2.94739840646605
2022-6-10,2022-6-17,3,9001923873079296 lavender Old Danish Pointer,53.39163942224561,-2.947399433075816
2022-6-18,2022-6-25,27,7883460263804928 tan Finnish Spitz,53.40280073107539,-2.925490893084884
2022-6-26,2022-7-3,36,7005118459281408 green West Highland White Terrier,53.368111294166034,-2.9269118157690173
2022-7-12,2022-7-19,5,7544470560047104 tan Bull Terrier,53.392680541878434,-2.9474968303644573
2022-7-12,2022-7-19,27,4862436358225920 black Rhodesian Ridgeback,53.39099035996497,-2.9461492941073857
2022-7-28,2022-8-4,8,4851109879349248 red English Foxhound,53.3958136508349,-2.953135883106029
2022-8-5,2022-8-12,18,476888564760576 grey Kerry Beagle,53.39751286964561,-2.9541046303735357
2022-8-5,2022-8-12,26,2767701711781888 violet Ibizan Hound,53.3934828791227,-2.94175438681998
2022-8-21,2022-8-28,24,8966626233810944 mint green Hygen Hound,53.37487371828807,-2.935083549291221
2022-8-21,2022-8-28,13,7678943157026816 purple Grand Anglo-Français Blanc et Noir,53.37198787248393,-2.959790339551546
2022-9-6,2022-9-13,42,8763756179881984 cyan Saint Hubert Jura Hound,53.38970558605737,-2.965918800281088
2022-9-14,2022-9-21,10,5027014442483712 salmon Dingo,53.37884815030846,-2.955106892348681
2022-9-22,2022-9-29,6,1395645113958400 tan Bruno Jura Hound,53.42943405648945,-2.9482890425540518
2022-9-22,2022-9-29,6,3199178570203136 pink Swedish White Elkhound,53.382872967433684,-2.9402576455889857
2022-10-8,2022-10-15,2,5725874242453504 ivory Brussels Griffon,53.3644338335029,-2.9464438262490376
2022-10-8,2022-10-15,3,778339230941184 yellow Miniature Schnauzer,53.41010700843953,-2.938746871045055
2022-10-24,2022-10-31,45,8750216853323776 maroon Carea Castellano Manchego,53.38786599698422,-2.9200650648489272
2022-10-24,2022-10-31,8,6889333743157248 blue White Swiss Shepherd Dog,53.393887346807574,-2.9362880542836365
2022-11-9,2022-11-16,41,4635953704468480 pink Kangal Shepherd Dog,53.393495478709426,-2.919983878944663
2022-11-9,2022-11-16,47,1079720068251648 orchid Villano de Las Encartaciones,53.39404968831593,-2.951875338175114
2022-11-17,2022-11-24,7,2194975718637568 lavender Chien Français Blanc et Orange,53.38128860576899,-2.9400838262655498
2022-11-25,2022-12-2,3,2446709139439616 gold Alpine Dachsbracke,53.38528507383511,-2.949816061201318
2022-12-11,2022-12-18,9,5955034674102272 turquoise Sealyham Terrier,53.39125525274597,-2.9405134959112047
2022-12-19,2022-12-26,31,3128869729075200 lavender West Highland White Terrier,53.418697586074046,-2.9418919570530306
2022-12-27,2023-1-3,36,6898700173443072 lavender Tibetan Terrier,53.3892328412627,-2.94933749665131
2023-1-4,2023-1-11,32,6111763355402240 plum Phalène,53.39898329393126,-2.9535905012219246
2023-1-12,2023-1-19,47,7218533222055936 indigo Phalène,53.374637170390535,-2.9496116112957225
2023-1-12,2023-1-19,23,5841379013951488 plum Shih Tzu,53.40286610080628,-2.9294568457213472
2023-1-28,2023-2-4,2,4020193642676224 cyan Barbado da Terceira,53.396022769816426,-2.9822319579144505
2023-1-28,2023-2-4,45,8966253630717952 cyan Catalan Sheepdog,53.36723793060603,-2.958803672695808
2023-2-5,2023-2-12,11,2131641048760320 cyan Karst Shepherd,53.394382957858596,-2.948709673999474
2023-2-21,2023-2-28,26,7084655882797056 black Barbet,53.412154620066346,-2.9525025497039223
2023-3-1,2023-3-8,11,1283049463480320 teal Blue Lacy,53.42020984694765,-2.9289566294643237
2023-3-1,2023-3-8,46,1620591262040064 salmon Porcelaine,53.38840860854949,-2.9610203863649076
2023-3-17,2023-3-24,34,7962621324034048 red Scottish Deerhound,53.41892669913489,-2.9455403104193465
2023-3-25,2023-4-1,6,2198444766658560 azure Grand Basset Griffon Vendéen,53.39840241561638,-2.9545367713783435
2023-3-25,2023-4-1,30,1216861488283648 silver Hovawart,53.372678934059245,-2.924092050465106
2023-4-2,2023-4-9,43,2802438362890240 lime Seppala Siberian Sleddog,53.38648248952344,-2.928065064741645
2023-4-10,2023-4-17,27,1236637893787648 plum English Foxhound,53.4169022543347,-2.9301137763657152
2023-4-18,2023-4-25,7,8085938628460544 violet Ibizan Hound,53.419349429586255,-2.952505868361527
2023-4-26,2023-5-3,14,8583175229931520 black English Toy Terrier,53.397319156862515,-2.9358123993052914
2023-5-12,2023-5-19,33,7031564063997952 orchid Bergamasco Shepherd,53.41096292022521,-2.9247450705673828
2023-5-20,2023-5-27,40,4451739075870720 gold Whippet,53.40761395339392,-2.958485165007346
2023-5-20,2023-5-27,17,5951786779148288 orchid Drever,53.40199074197033,-2.953640297517154
2023-6-5,2023-6-12,7,3984416330219520 orange Dalmatian,53.38348811215451,-2.943931343443751
2023-6-13,2023-6-20,28,4974711402397696 sky blue Lancashire Heeler,53.37362257930235,-2.9195970364352206
2023-6-21,2023-6-28,17,4349078825598976 magenta Mountain Feist,53.37550774073126,-2.966268896541578
2023-6-29,2023-7-6,14,7558693455396864 tan Telomian,53.416844183140334,-2.943329546264181
2023-6-29,2023-7-6,2,209674162929664 lavender Border Collie,53.370252849874774,-2.9442677469651244
2023-7-15,2023-7-22,30,783709110272000 maroon Molossus of Epirus,53.39263817291404,-2.931391120103399
2023-7-15,2023-7-22,13,8893367440113664 violet Sporting Lucas Terrier,53.40080708065169,-2.9412941267698898
2023-7-23,2023-7-30,27,3659695187296256 red Ariegeois,53.41168475805906,-2.9232594609762828
2023-7-31,2023-8-7,35,4241655081205760 olive Coton de Tulear,53.39684172362262,-2.9760522240219416
2023-8-8,2023-8-15,8,6028228204429312 lavender Dunker,53.39091045738633,-2.9590691606458677
2023-8-16,2023-8-23,12,4353736696659968 maroon German Spitz,53.39101194250027,-2.9398393196444204
2023-9-1,2023-9-8,21,8322960028860416 blue Russian Toy,53.369978587986196,-2.939715064046709
2023-9-9,2023-9-16,41,2571128444813312 red Grand Anglo-Français Blanc et Orange,53.40976837705881,-2.966994562896957
2023-9-9,2023-9-16,38,5380778835836928 sky blue Patterdale Terrier,53.40435553742342,-2.9508610795062395
2023-9-25,2023-10-2,26,8284116919255040 red Pražský Krysařík,53.38731386153599,-2.9695350286739313
2023-10-3,2023-10-10,20,3819964555329536 teal English Mastiff,53.384318735195095,-2.9655698576490295
2023-10-11,2023-10-18,46,8611474440192 magenta Styrian Coarse-haired Hound,53.37805872273485,-2.976432349714514
2023-10-11,2023-10-18,47,3674105622560768 azure Polish Tatra Sheepdog,53.40483511611957,-2.940190234614306
2023-10-19,2023-10-26,46,6299802163740672 orange Cretan Hound,53.38174889061446,-2.9408656584248547
2023-10-27,2023-11-3,48,7336133094539264 azure Old English Terrier,53.41851046421475,-2.93794352345526
2023-11-12,2023-11-19,38,8500843122786304 azure Wire Fox Terrier,53.394640985507394,-2.9465604383839263
2023-11-12,2023-11-19,28,4522005298675712 magenta Indian pariah dog,53.39417629424222,-2.964216281554286
2023-11-28,2023-12-5,17,5079487565791232 azure Segugio dell'Appennino,53.40410022030468,-2.946630297540878
2023-11-28,2023-12-5,19,3316911894953984 gold Slovakian Wirehaired Pointer,53.39466437195285,-2.9496952907717287
2023-12-6,2023-12-13,12,5130826100506624 turquoise Banjara Hound,53.39054776583856,-2.9156826680140284
2023-12-14,2023-12-21,9,458690727510016 plum Gascon Saintongeois,53.39656374430323,-2.923200246389115
2023-12-22,2023-12-29,17,8632815386099712 red Jagdterrier,53.38976677134755,-2.948544197256524
2023-12-30,2024-1-6,38,6257821454696448 fuchsia Spanish Water Dog,53.39889487366869,-2.955828825254571
2024-1-15,2024-1-22,14,454895798845440 tan Ratonero Valenciano,53.39330268388055,-2.9503709576275696
2024-1-23,2024-1-30,34,4295128388730880 magenta Pachon Navarro,53.40737530132964,-2.945316492536108
2024-1-23,2024-1-30,42,1513121476771840 salmon Yakutian Laika,53.40163376568916,-2.94895582646609
2024-1-31,2024-2-7,12,6027566099988480 pink Silken Windhound,53.40125426223059,-2.9562450889117144
2024-2-8,2024-2-15,15,4202307084353536 fuchsia Chongqing dog,53.399652866167706,-2.9674886443228843
2024-2-24,2024-3-2,8,6497304659886080 azure Gull Terrier,53.39278690550851,-2.94028434882523
2024-3-3,2024-3-10,43,5862263426646016 magenta Keeshond,53.399913992919316,-2.9293581630312246
2024-3-3,2024-3-10,14,7311082286743552 orange Schipperke,53.41115974181581,-2.941026269054305
2024-3-19,2024-3-26,41,1259106042118144 turquoise American Staffordshire Terrier,53.38474522912883,-2.9583717800198883
2024-3-19,2024-3-26,22,8693821653123072 orange Lakeland Terrier,53.397569582613635,-2.9776620979827157
2024-4-4,2024-4-11,35,1178290534481920 salmon Small Münsterländer,53.37545890109578,-2.9409286931942233
2022-1-1,2022-1-8,14,2308323300868096 violet English Cocker Spaniel,53.3870439768375,-2.9596805243628523
2022-1-17,2022-1-24,48,601400310497280 yellow Tyrolean Hound,53.371784132465685,-2.965207342803069
2022-1-17,2022-1-24,35,7903121015570432 pink Belgian Shepherd,53.383441956002656,-2.9821730821987558
2022-1-25,2022-2-1,33,3460920162385920 silver Pastore della Lessinia e del Lagorai,53.4048446591056,-2.9600852032178864
2022-2-2,2022-2-9,37,4251854221344768 red Bolognese,53.3889905827476,-2.9553803108668717
2022-2-10,2022-2-17,10,6967215800713216 lime Havanese,53.39557047924141,-2.9540349648892743
2022-2-18,2022-2-25,27,1846046097408000 black Carea Castellano Manchego,53.374389251744816,-2.9659939548231478
2022-3-6,2022-3-13,44,1923667411861504 black Boerboel,53.406918517354256,-2.963336302678158
2022-3-14,2022-3-21,11,6312798856413184 orchid Hygen Hound,53.39119419015211,-2.917168970021862
2022-3-22,2022-3-29,46,2442893369278464 black Havanese,53.37540782644039,-2.9504504048214812
2022-3-30,2022-4-6,42,4322096735846400 cyan Croatian Sheepdog,53.3803515624576,-2.944711409311708
2022-3-30,2022-4-6,13,2601697538998272 lime Thai Ridgeback,53.3974693158738,-2.953490555286521
2022-4-7,2022-4-14,23,1059555849011200 teal Grand Basset Griffon Vendéen,53.375047031553,-2.9535006148897764
2022-4-15,2022-4-22,19,7379029111865344 cyan Huntaway,53.39330172103174,-2.9450056071721065
2022-4-23,2022-4-30,13,6135684725211136 mint green Olde English Bulldogge,53.392551074748646,-2.948429367511835
2022-5-9,2022-5-16,11,7956891191738368 maroon Soft-Coated Wheaten Terrier,53.390418652858685,-2.9610333677194376
2022-5-9,2022-5-16,2,4514133275836416 pink Xoloitzcuintli,53.40160522216858,-2.946376458375312
2022-5-17,2022-5-24,33,1095199109414912 azure Chihuahua,53.41989817859347,-2.9541900754533117
2022-6-2,2022-6-9,5,8185073813684224 ivory English Springer Spaniel,53.3973874287972,-2.9801094065365987
2022-6-2,2022-6-9,37,7474811330625536 magenta Indian pariah dog,53.39107958650143,-2.9617324626968866
2022-6-10,2022-6-17,24,4626244075257856 white Basque Shepherd Dog,53.39465255737106,-2.940378578184209
2022-6-18,2022-6-25,38,2433844846264320 lavender Pshdar Dog,53.367570779541644,-2.9585445649843223
2022-6-26,2022-7-3,2,4183950488502272 grey French Bulldog,53.39125991693455,-2.9586175918879007
2022-7-4,2022-7-11,8,7998953427566592 yellow Chesapeake Bay Retriever,53.39533892095085,-2.945334460811523
2022-7-20,2022-7-27,43,7497675263967232 salmon Kai Ken,53.40243778739399,-2.9608037212973386
2022-7-28,2022-8-4,11,8140863781732352 salmon Romanian Raven Shepherd Dog,53.3960904637558,-2.9788885084558387
2022-7-28,2022-8-4,27,5641705181151232 turquoise Giant Schnauzer,53.39410604427439,-2.9468935318168406
2022-8-13,2022-8-20,14,5101594064453632 black Siberian Husky,53.384029375636366,-2.9443898710021585
2022-8-13,2022-8-20,20,3506285408419840 lime Bruno Jura Hound,53.42393504509947,-2.940269178315816
2022-8-21,2022-8-28,12,6004150624059392 violet Vizsla,53.4136407006287,-2.968794504624725
2022-9-6,2022-9-13,40,1964806808535040 purple Russian Spaniel,53.4198180850517,-2.9346221991570474
2022-9-6,2022-9-13,23,5945769121021952 salmon Armenian Gampr dog,53.39450168971383,-2.9481854758128065
2022-9-22,2022-9-29,23,3110593712095232 black Hovawart,53.39391921950233,-2.9491919398013806
2022-9-30,2022-10-7,13,4590658224390144 green Treeing Walker Coonhound,53.41345688651449,-2.9687736958318283
2022-10-8,2022-10-15,31,7299986400215040 grey Miniature Schnauzer,53.36491974860165,-2.9535324448000893
2022-10-8,2022-10-15,43,1368608206749696 gold Bull Terrier,53.41296420720079,-2.924569583445873
2022-10-16,2022-10-23,15,8512480452018176 purple Neapolitan Mastiff,53.39401767466262,-2.948585776901723
2022-11-1,2022-11-8,5,621945984909312 grey Telomian,53.38705976631934,-2.9422845647861777
2022-11-9,2022-11-16,40,2754888408760320 pink Doberman Pinscher,53.39358690545838,-2.94515875534978
2022-11-17,2022-11-24,47,4833512133754880 red Alopekis,53.38652089125656,-2.9518902350072267
2022-11-17,2022-11-24,40,1352636857057280 indigo Eurasier,53.378907975367454,-2.978562426437634
2022-12-3,2022-12-10,22,4068562568216576 white French Bulldog,53.39134368712801,-2.9835932843091086
2022-12-3,2022-12-10,22,3590317133529088 lime Bhotia,53.39045129326267,-2.962791598273384
2022-12-19,2022-12-26,23,4619677904928768 olive German Shorthaired Pointer,53.3965230405094,-2.9149964092500795
2022-12-27,2023-1-3,41,1821330039111680 teal Pug,53.379513639904516,-2.9361472077451936
2022-12-27,2023-1-3,27,8673353212624896 lime Neapolitan Mastiff,53.361269379991214,-2.9348220110456396
2023-1-12,2023-1-19,39,4692004388732928 orange Saint Hubert Jura Hound,53.39178868619306,-2.915382513285522
2023-1-12,2023-1-19,9,7688850381996032 grey Danish-Swedish Farmdog,53.3950407996468,-2.941527495123978
2023-1-20,2023-1-27,47,5493268930363392 cyan Staffordshire Bull Terrier,53.39188391717143,-2.91893905175516
2023-2-5,2023-2-12,23,2864162698952704 yellow German Longhaired Pointer,53.38222651359918,-2.942068368946366
2023-2-5,2023-2-12,39,5824969879584768 plum Xoloitzcuintli,53.38501441146923,-2.9401334605948932
2023-2-13,2023-2-20,40,1917554190712832 pink Alaskan Malamute,53.37992732959353,-2.9584538329746692
2023-2-21,2023-2-28,11,3851789390577664 lime Miniature Pinscher,53.40011077197929,-2.9509723364977845
2023-3-9,2023-3-16,37,3832467538575360 red White Swiss Shepherd Dog,53.36748699601076,-2.965323699380747
2023-3-9,2023-3-16,44,1900936012234752 lime Kerry Beagle,53.394492014302436,-2.9568544254108247
2023-3-17,2023-3-24,27,4208495777808384 orange Drever,53.39289531536585,-2.954923598942514
2023-4-2,2023-4-9,45,8553296293789696 violet Pyrenean Mountain Dog,53.39705868294023,-2.9554533230532343
2023-4-10,2023-4-17,14,7759915833622528 yellow Drentse Patrijshond,53.39075738017367,-2.9504788391193415
2023-4-18,2023-4-25,5,254835632898048 tan Hygen Hound,53.389142729761964,-2.94042151178337
2023-4-18,2023-4-25,7,1925928376598528 tan Lupo Italiano,53.36152652362904,-2.9392776730190917
2023-5-4,2023-5-11,32,5456665608454144 tan American Bulldog,53.414571656184435,-2.9432049810358194
2023-5-4,2023-5-11,24,8439740231581696 cyan Cantabrian Water Dog,53.38487041982822,-2.97463967290696
2023-5-12,2023-5-19,6,2972273283694592 grey Cantabrian Water Dog,53.39302792160531,-2.9515899796656413
2023-5-20,2023-5-27,14,1705051991048192 grey Maremmano-Abruzzese Sheepdog,53.39825200154677,-2.9467554853224556
2023-6-5,2023-6-12,8,8048099618455552 red Cardigan Welsh Corgi,53.38945532418732,-2.943479414954595
2023-6-13,2023-6-20,44,3331138124775424 violet Drentse Patrijshond,53.4203366399702,-2.9496554780633915
2023-6-21,2023-6-28,17,7078540358975488 gold Dalmatian,53.38925171027524,-2.9667745527799525
2023-6-21,2023-6-28,11,1492188175269888 yellow Kromfohrländer,53.39471033975415,-2.9544826098701833
2023-6-29,2023-7-6,12,2491171444097024 lavender Silken Windhound,53.38825189834932,-2.9205524028486707
2023-7-15,2023-7-22,42,7455268948410368 indigo Canadian Eskimo Dog,53.401469453474704,-2.94482630432276
2023-7-15,2023-7-22,12,3651949033422848 gold Small Greek domestic dog,53.38220721928952,-2.962735296204073
2023-7-31,2023-8-7,43,6850837886271488 red Vikhan,53.36334328893988,-2.9402246568319015
2023-8-8,2023-8-15,36,8221682621743104 ivory Finnish Lapphund,53.38811530340042,-2.9647596600307224
2023-8-16,2023-8-23,28,5778058342563840 pink Bull Arab,53.39645767427703,-2.947854692751207
2023-8-16,2023-8-23,45,6600058069843968 gold Taigan,53.386485635722295,-2.9351352012997722
2023-9-1,2023-9-8,25,1638614318448640 azure Gull Terrier,53.38664574896275,-2.959926573085113
2023-9-9,2023-9-16,2,1162859054628864 blue Phalène,53.399331315277514,-2.9535995013279717
2023-9-9,2023-9-16,43,6688168778661888 purple Entlebucher Mountain Dog,53.42008956494233,-2.950897616268662
2023-9-25,2023-10-2,40,6918092735119360 violet Phalène,53.395181877986474,-2.9508009240878437
2023-9-25,2023-10-2,21,3414419581173760 green Giant Schnauzer,53.39409128814144,-2.9435809259201733
2023-10-3,2023-10-10,44,2362474967859200 green Indian pariah dog,53.38219583476739,-2.9407084945017914
2023-10-11,2023-10-18,28,1352266671980544 tan American Cocker Spaniel,53.40958233275312,-2.9187364492803454
2023-10-19,2023-10-26,18,5468055370989568 green Gull Dong,53.40211960325405,-2.9433040629731977
2023-11-4,2023-11-11,43,5737846369419264 maroon Xiasi Dog,53.41835664712628,-2.957502010072176
2023-11-4,2023-11-11,18,4031011427975168 teal Shar Pei,53.366749564270556,-2.9298078150739
2023-11-12,2023-11-19,44,1550086305742848 silver American Water Spaniel,53.37803757958856,-2.9497702748180927
2023-11-28,2023-12-5,7,7198799715893248 cyan Chippiparai,53.37885307115231,-2.9526580335467543
2023-12-6,2023-12-13,34,4291399952367616 teal Alaskan Husky,53.3795175571037,-2.9533570123415984
2023-12-6,2023-12-13,46,2182828691292160 salmon Dandie Dinmont Terrier,53.405290552942425,-2.954292610903508
2023-12-14,2023-12-21,40,1273794152890368 silver Schweizer Laufhund,53.396489461433134,-2.928347886580468
2023-12-22,2023-12-29,16,558135494311936 red Chien Français Blanc et Orange,53.4023779060019,-2.9282339560940045
2023-12-30,2024-1-6,30,2639062087237632 salmon American Water Spaniel,53.39191857981095,-2.9769189776072835
2024-1-7,2024-1-14,19,1514952353382400 orange Phu Quoc Ridgeback,53.379390678283734,-2.977922540846862
2024-1-15,2024-1-22,23,6501283810770944 indigo Jack Russell Terrier,53.41893421359869,-2.9584581731463686
2024-1-31,2024-2-7,19,5714512495771648 mint green Smooth Collie,53.40468916621879,-2.9765902181466117
2024-2-8,2024-2-15,9,2054417085890560 white Swedish White Elkhound,53.40319929016004,-2.95222290505626
2024-2-8,2024-2-15,13,3943959875289088 magenta Teddy Roosevelt Terrier,53.395843256847705,-2.952022111297083
2024-2-16,2024-2-23,14,161058239021056 black Armant,53.4082773358798,-2.951662983088795
2024-3-3,2024-3-10,41,3235789402013696 olive Northern Inuit Dog,53.39640077006588,-2.942915514119477
2024-3-11,2024-3-18,31,6116767638224896 fuchsia Hovawart,53.38722142277275,-2.925324630865589
2024-3-19,2024-3-26,45,6972783940599808 sky blue Chihuahua,53.36966325314172,-2.931829153895592
2024-3-27,2024-4-3,16,2048657618632704 red Danish-Swedish Farmdog,53.40419606443224,-2.9577379020984154
2024-3-27,2024-4-3,4,4413782914760704 white Löwchen,53.39666116634683,-2.945428914352874
2022-1-9,2022-1-16,9,3115366232358912 purple Maltese,53.41545432763359,-2.965981450346021
2022-1-17,2022-1-24,37,4156530767167488 lime Pekingese,53.39297008392986,-2.9634550377473943
2022-1-25,2022-2-1,27,7048783319793664 orchid Smooth Collie,53.39669312767971,-2.9483099216671462
2022-1-25,2022-2-1,38,1489442153955328 blue Nova Scotia Duck Tolling Retriever,53.38892400177642,-2.9512511214917367
2022-2-10,2022-2-17,36,5118128109387776 salmon Gascon Saintongeois,53.38937798855342,-2.9272599699663715
2022-2-18,2022-2-25,20,5331119503310848 cyan Rafeiro do Alentejo,53.396850441666224,-2.9429710801653073
2022-2-26,2022-3-5,7,2357246996512768 lavender Basque Shepherd Dog,53.38717506130147,-2.943317049280722
2022-3-6,2022-3-13,27,2074334640209920 fuchsia Spinone Italiano,53.385990284075554,-2.93388600262233
2022-3-6,2022-3-13,34,5114883131572224 grey Landseer,53.40474241899725,-2.980788365071703
2022-3-14,2022-3-21,21,6741155884564480 orange Bouvier des Ardennes,53.414047574332194,-2.95219187448663
2022-3-30,2022-4-6,8,5134908141862912 cyan Posavac Hound,53.388641679471014,-2.9572255624982517
2022-4-7,2022-4-14,36,4364263879606272 blue Griffon Fauve de Bretagne,53.39416884071928,-2.9460176349234644
2022-4-15,2022-4-22,46,45746615222272 magenta Eurasier,53.395765905227705,-2.940648186252588
2022-4-15,2022-4-22,10,1923413767618560 green Bohemian Shepherd,53.37672517768229,-2.9509345014561177
2022-5-1,2022-5-8,39,186173584572416 indigo Petit Basset Griffon Vendéen,53.42189542608406,-2.965407823901387
2022-5-1,2022-5-8,26,6346757491392512 white Pekingese,53.404679283164675,-2.932366399711327
2022-5-9,2022-5-16,15,3012412391292928 purple Greek Shepherd,53.39563246209631,-2.946127685890019
2022-5-25,2022-6-1,25,8043109260722176 grey Whippet,53.358526922564174,-2.9499455834875334
2022-6-2,2022-6-9,21,8410915445669888 turquoise Patterdale Terrier,53.38964065335074,-2.9567337889055807
2022-6-2,2022-6-9,12,739857859084288 fuchsia Carolina Dog,53.41657366006544,-2.9271559296793157
2022-6-10,2022-6-17,44,5659940213489664 black Finnish Spitz,53.3918066003621,-2.9407985240919743
2022-6-26,2022-7-3,18,7315456683671552 maroon Kai Ken,53.39594064752352,-2.9568128989670868
2022-6-26,2022-7-3,36,2559175393542144 sky blue Canaan Dog,53.39081372073376,-2.945601604776016
2022-7-4,2022-7-11,13,5019808282181632 lavender Braque de l'Ariège,53.383321417339744,-2.9606002919873617
2022-7-12,2022-7-19,27,1801452823511040 orange Seppala Siberian Sleddog,53.3849815890997,-2.926481264066524
2022-7-20,2022-7-27,8,5369316138549248 yellow Grand Anglo-Français Tricolore,53.384213020499736,-2.9574194437407186
2022-7-28,2022-8-4,15,7584266460332032 teal Otterhound,53.39620018249724,-2.969519285565184
2022-8-13,2022-8-20,15,1731718153240576 teal Bosnian Coarse-haired Hound,53.38709576827935,-2.935449621129692
2022-8-21,2022-8-28,21,188703613911040 lavender Lapponian Herder,53.3616847516512,-2.9524027747355603
2022-8-21,2022-8-28,31,6893370049822720 lime Romanian Mioritic Shepherd Dog,53.38021604619825,-2.9388666297917325
2022-8-29,2022-9-5,16,5464556608421888 salmon Pampas Deerhound,53.37272300706055,-2.973843637492564
